pos_single;pos_context;base_single;base_context;orth_single;orth_context;number_single;number_context;case_single;case_context;gender_single;gender_context;rel_tok_distance;pos_between;phrase_type;sumo_concept;synset_id;sumo_concept_bs;synset_id_bs;pos_context_bs;base_context_bs;orth_context_bs;number_context_bs;case_context_bs;gender_context_bs;pos_context_bow;base_context_bow;orth_context_bow;number_context_bow;case_context_bow;gender_context_bow;synset_id_bow;first_predicate;second_predicate;relation_name
"subst;adj";"substsubstsubstprepadj;interpNONENONENONENONE";"oznaczenie;nieaktualny";"część;egzemplarz;gra;z;nieaktualny;.;NONE;NONE;NONE;NONE";"oznaczeniem;nieaktualnym";"część;egzemplarzy;gry;z;nieaktualnym;.;NONE;NONE;NONE;NONE";"sg;sg";"sgplsg_sg;_";"inst;inst";"accgengeninstinst;_";"n;n";"fm3f_n;_";1;;chunk_np;NONE_NONE;"86608;1824";NONE_NONE;"86608;1824";"substsubstsubstprepadj;interpNONENONENONENONE";"część;egzemplarz;gra;z;nieaktualny;.;NONE;NONE;NONE;NONE";"część;egzemplarzy;gry;z;nieaktualnym;.;NONE;NONE;NONE;NONE";"sgplsg_sg;_";"accgengeninstinst;_";"fm3f_n;_";"substsubstsubstprepadj;interpNONENONENONENONE";"część;egzemplarz;gra;z;nieaktualny;.;NONE;NONE;NONE;NONE";"część;egzemplarzy;gry;z;nieaktualnym;.;NONE;NONE;NONE;NONE";"sgplsg_sg;_";"accgengeninstinst;_";"fm3f_n;_";"86608;1824";"1;0";"0;0";attribute
"subst;adj";"substprepinterpadjinterp;finadjprepppasinterp";"wersja;czysty";"gra;z;„;czysty;”;być;niekompatybilny;z;zmodyfikować;)";"wersji;czystej";"gry;z;„;czystej;”;są;niekompatybilne;ze;zmodyfikowanymi;)";"pl;sg";"sg__sg_;plpl_pl_";"gen;loc";"gengen_loc_;_nominstinst_";"f;f";"f__f_;_f_m3_";2;interp;chunk_np;subsumed:Process_NONE;"2072;423210";subsumed:Process_NONE;"2072;423210";"substprepinterpadjinterp;finadjprepppasinterp";"gra;z;„;czysty;”;być;niekompatybilny;z;zmodyfikować;)";"gry;z;„;czystej;”;są;niekompatybilne;ze;zmodyfikowanymi;)";"sg__sg_;plpl_pl_";"gengen_loc_;_nominstinst_";"f__f_;_f_m3_";"substprepinterpadjinterp;finadjprepppasinterp";"gra;z;„;czysty;”;być;niekompatybilny;z;zmodyfikować;)";"gry;z;„;czystej;”;są;niekompatybilne;ze;zmodyfikowanymi;)";"sg__sg_;plpl_pl_";"gengen_loc_;_nominstinst_";"f__f_;_f_m3_";"2072;423210";"0;0";"0;0";attribute
"ppas;subst";"gerprepadjsubstinterp;substsubstprepinterpadj";"zapisać;stan";"rozpocząć;od;nowy;gra;(;stan;gra;z;„;czysty";"zapisane;stany";"rozpoczęcia;od;nowa;gry;(;stany;gry;z;„;czystej";"pl;pl";"sg_sgsg_;plsg__sg";"nom;nom";"gengennomgen_;nomgengen_loc";"m3;m3";"n_ff_;m3f__f";1;;chunk_np;NONE_equivalent:Attribute;"54125;3243";NONE_equivalent:Attribute;"54125;3243";"gerprepadjsubstinterp;substsubstprepinterpadj";"rozpocząć;od;nowy;gra;(;stan;gra;z;„;czysty";"rozpoczęcia;od;nowa;gry;(;stany;gry;z;„;czystej";"sg_sgsg_;plsg__sg";"gengennomgen_;nomgengen_loc";"n_ff_;m3f__f";"gerprepadjsubstinterp;substsubstprepinterpadj";"rozpocząć;od;nowy;gra;(;stan;gra;z;„;czysty";"rozpoczęcia;od;nowa;gry;(;stany;gry;z;„;czystej";"sg_sgsg_;plsg__sg";"gengennomgen_;nomgengen_loc";"n_ff_;m3f__f";"54125;3243";"0;0";"0;0";undergoer
"ger;subst";"substfinprepsubstsubst;adjsubstsubstinterpadj";"wydać;wersja";"producent;obiecować;do;koniec;październik;nowy;wersja;gra;,;który";"wydanie;wersji";"producent;obiecuje;do;końca;października;nowej;wersji;gry;,;która";"sg;sg";"sgsg_sgsg;sgsgsg_sg";"nom;gen";"nom_gengengen;gengengen_nom";"n;f";"m1__m3m3;fff_f";2;adj;chunk_np;NONE_subsumed:Process;"NONE;2072";NONE_subsumed:Process;"NONE;2072";"substfinprepsubstsubst;adjsubstsubstinterpadj";"producent;obiecować;do;koniec;październik;nowy;wersja;gra;,;który";"producent;obiecuje;do;końca;października;nowej;wersji;gry;,;która";"sgsg_sgsg;sgsgsg_sg";"nom_gengengen;gengengen_nom";"m1__m3m3;fff_f";"substfinprepsubstsubst;adjsubstsubstinterpadj";"producent;obiecować;do;koniec;październik;nowy;wersja;gra;,;który";"producent;obiecuje;do;końca;października;nowej;wersji;gry;,;która";"sgsg_sgsg;sgsgsg_sg";"nom_gengengen;gengengen_nom";"m1__m3m3;fff_f";"NONE;2072";"0;0";"0;0";"undergoer;patient"
"subst;adj";"prepsubstsubstgeradj;substinterpadjfinsubst";"wersja;nowy";"do;koniec;październik;wydać;nowy;gra;,;który;zablokować;możliwość";"wersji;nowej";"do;końca;października;wydanie;nowej;gry;,;która;zablokuje;możliwość";"sg;sg";"_sgsgsgsg;sg_sgsgsg";"gen;gen";"gengengennomgen;gen_nom_acc";"f;f";"_m3m3nf;f_f_f";1;;chunk_np;subsumed:Process_NONE;"2072;420066";subsumed:Process_NONE;"2072;420066";"prepsubstsubstgeradj;substinterpadjfinsubst";"do;koniec;październik;wydać;nowy;gra;,;który;zablokować;możliwość";"do;końca;października;wydanie;nowej;gry;,;która;zablokuje;możliwość";"_sgsgsgsg;sg_sgsgsg";"gengengennomgen;gen_nom_acc";"_m3m3nf;f_f_f";"prepsubstsubstgeradj;substinterpadjfinsubst";"do;koniec;październik;wydać;nowy;gra;,;który;zablokować;możliwość";"do;końca;października;wydanie;nowej;gry;,;która;zablokuje;możliwość";"_sgsgsgsg;sg_sgsgsg";"gengengennomgen;gen_nom_acc";"_m3m3nf;f_f_f";"2072;420066";"0;0";"0;0";attribute
"pact;subst";"substwinieninfqubsubst;substinterpNONENONENONE";"naprawiać;łatka";"sieć;powinien;ukazać;się;łatka;Luka;.;NONE;NONE;NONE";"naprawiająca;łatka";"sieci;powinna;ukazać;się;łatka;lukę;.;NONE;NONE;NONE";"sg;sg";"sgsg__sg;sg_";"nom;nom";"loc___nom;acc_";"f;f";"ff__f;f_";1;;chunk_np;NONE_subsumed:Comparing;"36011;30838";NONE_subsumed:Comparing;"36011;30838";"substwinieninfqubsubst;substinterpNONENONENONE";"sieć;powinien;ukazać;się;łatka;Luka;.;NONE;NONE;NONE";"sieci;powinna;ukazać;się;łatka;lukę;.;NONE;NONE;NONE";"sgsg__sg;sg_";"loc___nom;acc_";"ff__f;f_";"substwinieninfqubsubst;substinterpNONENONENONE";"sieć;powinien;ukazać;się;łatka;Luka;.;NONE;NONE;NONE";"sieci;powinna;ukazać;się;łatka;lukę;.;NONE;NONE;NONE";"sgsg__sg;sg_";"loc___nom;acc_";"ff__f;f_";"36011;30838";"0;0";"0;0";"actor;cause"
"pact;subst";"substwinieninfqubsubst;substinterpNONENONENONE";"naprawiać;Luka";"sieć;powinien;ukazać;się;łatka;Luka;.;NONE;NONE;NONE";"naprawiająca;lukę";"sieci;powinna;ukazać;się;łatka;lukę;.;NONE;NONE;NONE";"sg;sg";"sgsg__sg;sg_";"nom;acc";"loc___nom;acc_";"f;f";"ff__f;f_";1;;chunk_np;NONE_subsumed:Hole;"36011;5425";NONE_subsumed:Hole;"36011;5425";"substwinieninfqubsubst;substinterpNONENONENONE";"sieć;powinien;ukazać;się;łatka;Luka;.;NONE;NONE;NONE";"sieci;powinna;ukazać;się;łatka;lukę;.;NONE;NONE;NONE";"sgsg__sg;sg_";"loc___nom;acc_";"ff__f;f_";"substwinieninfqubsubst;substinterpNONENONENONE";"sieć;powinien;ukazać;się;łatka;Luka;.;NONE;NONE;NONE";"sieci;powinna;ukazać;się;łatka;lukę;.;NONE;NONE;NONE";"sgsg__sg;sg_";"loc___nom;acc_";"ff__f;f_";"36011;5425";"0;0";"0;0";"undergoer;patient"
"subst;adj";"NONENONENONENONEadj;substppasqubqubadj";"dama;pierwszy";"NONE;NONE;NONE;NONE;pierwszy;Stany;zjednoczyć;już;nie;pierwszy";"dama;Pierwsza";"NONE;NONE;NONE;NONE;Pierwsza;Stanów;Zjednoczonych;już;nie;pierwszy";"sg;sg";"sg;plpl__sg";"nom;nom";"nom;gengen__acc";"f;f";"f;nn__m3";1;;chunk_np;"subsumed:Female;subsumed:Human_NONE";"75775;10030";"subsumed:Female;subsumed:Human_NONE";"75775;10030";"NONENONENONENONEadj;substppasqubqubadj";"NONE;NONE;NONE;NONE;pierwszy;Stany;zjednoczyć;już;nie;pierwszy";"NONE;NONE;NONE;NONE;Pierwsza;Stanów;Zjednoczonych;już;nie;pierwszy";"sg;plpl__sg";"nom;gengen__acc";"f;nn__m3";"NONENONENONENONEadj;substppasqubqubadj";"NONE;NONE;NONE;NONE;pierwszy;Stany;zjednoczyć;już;nie;pierwszy";"NONE;NONE;NONE;NONE;Pierwsza;Stanów;Zjednoczonych;już;nie;pierwszy";"sg;plpl__sg";"nom;gengen__acc";"f;nn__m3";"75775;10030";"0;0";"0;0";attribute
"subst;subst";"adjsubstconjsubstsubst;substprepsubstinterpNONE";"zapobieganie;fundacja";"nowy;Ameryka;oraz;szef;fundacja;przemoc;w;rodzina;.;NONE";"Zapobiegania;Fundacji";"Nowa;Ameryka;oraz;szefowie;Fundacji;Przemocy;w;Rodzinie;.;NONE";"sg;sg";"sgsg_plsg;sg_sg_";"gen;gen";"nomnom_nomgen;genlocloc_";"n;f";"ff_m1f;f_f_";1;;chunk_np;subsumed:Process_subsumed:UnilateralGiving;"88037;7539";subsumed:Process_subsumed:UnilateralGiving;"88037;7539";"adjsubstconjsubstsubst;substprepsubstinterpNONE";"nowy;Ameryka;oraz;szef;fundacja;przemoc;w;rodzina;.;NONE";"Nowa;Ameryka;oraz;szefowie;Fundacji;Przemocy;w;Rodzinie;.;NONE";"sgsg_plsg;sg_sg_";"nomnom_nomgen;genlocloc_";"ff_m1f;f_f_";"adjsubstconjsubstsubst;substprepsubstinterpNONE";"nowy;Ameryka;oraz;szef;fundacja;przemoc;w;rodzina;.;NONE";"Nowa;Ameryka;oraz;szefowie;Fundacji;Przemocy;w;Rodzinie;.;NONE";"sgsg_plsg;sg_sg_";"nomnom_nomgen;genlocloc_";"ff_m1f;f_f_";"88037;7539";"1;0";"0;1";"actor;agent"
"subst;subst";"adjsubstconjsubstsubst;substprepsubstinterpNONE";"zapobieganie;przemoc";"nowy;Ameryka;oraz;szef;fundacja;przemoc;w;rodzina;.;NONE";"Zapobiegania;Przemocy";"Nowa;Ameryka;oraz;szefowie;Fundacji;Przemocy;w;Rodzinie;.;NONE";"sg;sg";"sgsg_plsg;sg_sg_";"gen;gen";"nomnom_nomgen;genlocloc_";"n;f";"ff_m1f;f_f_";1;;chunk_np;subsumed:Process_subsumed:SubjectiveAssessmentAttribute;"88037;10782";subsumed:Process_subsumed:SubjectiveAssessmentAttribute;"88037;10782";"adjsubstconjsubstsubst;substprepsubstinterpNONE";"nowy;Ameryka;oraz;szef;fundacja;przemoc;w;rodzina;.;NONE";"Nowa;Ameryka;oraz;szefowie;Fundacji;Przemocy;w;Rodzinie;.;NONE";"sgsg_plsg;sg_sg_";"nomnom_nomgen;genlocloc_";"ff_m1f;f_f_";"adjsubstconjsubstsubst;substprepsubstinterpNONE";"nowy;Ameryka;oraz;szef;fundacja;przemoc;w;rodzina;.;NONE";"Nowa;Ameryka;oraz;szefowie;Fundacji;Przemocy;w;Rodzinie;.;NONE";"sgsg_plsg;sg_sg_";"nomnom_nomgen;genlocloc_";"ff_m1f;f_f_";"88037;10782";"1;0";"0;0";undergoer
"ppas;subst";"NONEsubstprepsubstpraet;prepsubstsubstinterpNONE";"odkryć;bartona";"NONE;Luka;w;koda;zostać;przez;bartona;waterducka;.;NONE";"odkryta;Bartona";"NONE;Luka;w;kodzie;została;przez;Bartona;Waterducka;.;NONE";"sg;sg";"sg_sgsg;_sgsg_";"nom;acc";"nomlocloc_;accaccacc_";"f;m1";"f_ff;_m1m1_";2;prep;chunk_np;NONE_NONE;"2103;NONE";NONE_NONE;"2103;NONE";"NONEsubstprepsubstpraet;prepsubstsubstinterpNONE";"NONE;Luka;w;koda;zostać;przez;bartona;waterducka;.;NONE";"NONE;Luka;w;kodzie;została;przez;Bartona;Waterducka;.;NONE";"sg_sgsg;_sgsg_";"nomlocloc_;accaccacc_";"f_ff;_m1m1_";"NONEsubstprepsubstpraet;prepsubstsubstinterpNONE";"NONE;Luka;w;koda;zostać;przez;bartona;waterducka;.;NONE";"NONE;Luka;w;kodzie;została;przez;Bartona;Waterducka;.;NONE";"sg_sgsg;_sgsg_";"nomlocloc_;accaccacc_";"f_ff;_m1m1_";"2103;NONE";"0;0";"0;0";"actor;agent"
"ppas;subst";"NONEadjsubstsubstpraet;adjsubstadjsubstprep";"stworzyć;Patrick";"NONE;pierwszy;wersja;modyfikacja;zostać;9;czerwiec;2005;rok;przez";"stworzona;Patricka";"NONE;Pierwsza;wersja;modyfikacji;została;9;czerwca;2005;roku;przez";"sg;sg";"sgsgsgsg;sgsgsgsg_";"nom;acc";"nomnomgen_;gengengengenacc";"f;m1";"ffff;m3m3m3m3_";6;adjsubstadjsubstprep;chunk_np;NONE_NONE;"50605;NONE";NONE_NONE;"50605;NONE";"NONEadjsubstsubstpraet;adjsubstadjsubstprep";"NONE;pierwszy;wersja;modyfikacja;zostać;9;czerwiec;2005;rok;przez";"NONE;Pierwsza;wersja;modyfikacji;została;9;czerwca;2005;roku;przez";"sgsgsgsg;sgsgsgsg_";"nomnomgen_;gengengengenacc";"ffff;m3m3m3m3_";"NONEadjsubstsubstpraet;adjsubstadjsubstprep";"NONE;pierwszy;wersja;modyfikacja;zostać;9;czerwiec;2005;rok;przez";"NONE;Pierwsza;wersja;modyfikacji;została;9;czerwca;2005;roku;przez";"sgsgsgsg;sgsgsgsg_";"nomnomgen_;gengengengenacc";"ffff;m3m3m3m3_";"50605;NONE";"0;0";"0;0";"actor;agent"
"ger;subst";"NONENONENONENONEprep;substsubstpraetnumsubst";"tworzyć;plik";"NONE;NONE;NONE;NONE;przy;plik;autor;pomagać;wiele;fan";"tworzeniu;pliku";"NONE;NONE;NONE;NONE;Przy;pliku;autorowi;pomagało;wielu;fanów";"sg;sg";"_;sgsgsgplpl";"loc;gen";"loc;gendat_accgen";"n;m3";"_;m3m1nm1m1";1;;chunk_np;"NONE_equivalent:FactualText;subsumed:Text";"NONE;35864";"NONE_equivalent:FactualText;subsumed:Text";"NONE;35864";"NONENONENONENONEprep;substsubstpraetnumsubst";"NONE;NONE;NONE;NONE;przy;plik;autor;pomagać;wiele;fan";"NONE;NONE;NONE;NONE;Przy;pliku;autorowi;pomagało;wielu;fanów";"_;sgsgsgplpl";"loc;gendat_accgen";"_;m3m1nm1m1";"NONENONENONENONEprep;substsubstpraetnumsubst";"NONE;NONE;NONE;NONE;przy;plik;autor;pomagać;wiele;fan";"NONE;NONE;NONE;NONE;Przy;pliku;autorowi;pomagało;wielu;fanów";"_;sgsgsgplpl";"loc;gendat_accgen";"_;m3m1nm1m1";"NONE;35864";"0;0";"0;0";"undergoer;patient"
"ger;subst";"substinterpprepadjprep;substconjsubstinterpNONE";"zgłaszać;błąd";"fan;,;między;inny;poprzez;błąd;i;usterka;.;NONE";"zgłaszanie;błędów";"fanów;,;między;innymi;poprzez;błędów;i;usterek;.;NONE";"sg;pl";"pl__pl_;pl_pl_";"acc;gen";"gen_instinstacc;gen_gen_";"n;m3";"m1__f_;m3_f_";1;;chunk_np;NONE_subsumed:False;"NONE;1881";NONE_subsumed:False;"NONE;1881";"substinterpprepadjprep;substconjsubstinterpNONE";"fan;,;między;inny;poprzez;błąd;i;usterka;.;NONE";"fanów;,;między;innymi;poprzez;błędów;i;usterek;.;NONE";"pl__pl_;pl_pl_";"gen_instinstacc;gen_gen_";"m1__f_;m3_f_";"substinterpprepadjprep;substconjsubstinterpNONE";"fan;,;między;inny;poprzez;błąd;i;usterka;.;NONE";"fanów;,;między;innymi;poprzez;błędów;i;usterek;.;NONE";"pl__pl_;pl_pl_";"gen_instinstacc;gen_gen_";"m1__f_;m3_f_";"NONE;1881";"0;0";"0;0";"undergoer;patient"
"ger;subst";"substinterpprepadjprep;substconjsubstinterpNONE";"zgłaszać;usterka";"fan;,;między;inny;poprzez;błąd;i;usterka;.;NONE";"zgłaszanie;usterek";"fanów;,;między;innymi;poprzez;błędów;i;usterek;.;NONE";"sg;pl";"pl__pl_;pl_pl_";"acc;gen";"gen_instinstacc;gen_gen_";"n;f";"m1__f_;m3_f_";3;substconj;chunk_np;NONE_subsumed:False;"NONE;20079";NONE_subsumed:False;"NONE;20079";"substinterpprepadjprep;substconjsubstinterpNONE";"fan;,;między;inny;poprzez;błąd;i;usterka;.;NONE";"fanów;,;między;innymi;poprzez;błędów;i;usterek;.;NONE";"pl__pl_;pl_pl_";"gen_instinstacc;gen_gen_";"m1__f_;m3_f_";"substinterpprepadjprep;substconjsubstinterpNONE";"fan;,;między;inny;poprzez;błąd;i;usterka;.;NONE";"fanów;,;między;innymi;poprzez;błędów;i;usterek;.;NONE";"pl__pl_;pl_pl_";"gen_instinstacc;gen_gen_";"m1__f_;m3_f_";"NONE;20079";"0;0";"0;0";"undergoer;patient"
"subst;subst";"NONENONENONENONENONE;adjsubstprepsubstsubst";"zmiana;linijka";"NONE;NONE;NONE;NONE;NONE;jeden;linijka;w;plik;gra";"Zmiana;linijki";"NONE;NONE;NONE;NONE;NONE;jednej;linijki;w;pliku;gry";"sg;sg";";sgsg_sgsg";"nom;gen";";gengenloclocgen";"f;f";";ff_m3f";2;adj;chunk_np;"subsumed:Process_equivalent:LinguisticExpression;subsumed:Text";"6561;3794";"subsumed:Process_equivalent:LinguisticExpression;subsumed:Text";"6561;3794";"NONENONENONENONENONE;adjsubstprepsubstsubst";"NONE;NONE;NONE;NONE;NONE;jeden;linijka;w;plik;gra";"NONE;NONE;NONE;NONE;NONE;jednej;linijki;w;pliku;gry";";sgsg_sgsg";";gengenloclocgen";";ff_m3f";"NONENONENONENONENONE;adjsubstprepsubstsubst";"NONE;NONE;NONE;NONE;NONE;jeden;linijka;w;plik;gra";"NONE;NONE;NONE;NONE;NONE;jednej;linijki;w;pliku;gry";";sgsg_sgsg";";gengenloclocgen";";ff_m3f";"6561;3794";"0;0";"1;0";"undergoer;patient"
"pact;subst";"substsubstinterpinterpsubst;qubsubstconjgersubst";"zajmować;organizacja";"rating;board;);–;organizacja;się;ocena;oraz;wyznaczać;granica";"zajmująca;organizacja";"Rating;Board;);–;organizacja;się;oceną;oraz;wyznaczaniem;granic";"sg;sg";"sgsg__sg;_sg_sgpl";"nom;nom";"nomnom__nom;_inst_instgen";"f;f";"m3m3__f;_f_nf";1;;chunk_np;NONE_equivalent:Organization;"1110;7650";NONE_equivalent:Organization;"1110;7650";"substsubstinterpinterpsubst;qubsubstconjgersubst";"rating;board;);–;organizacja;się;ocena;oraz;wyznaczać;granica";"Rating;Board;);–;organizacja;się;oceną;oraz;wyznaczaniem;granic";"sgsg__sg;_sg_sgpl";"nomnom__nom;_inst_instgen";"m3m3__f;_f_nf";"substsubstinterpinterpsubst;qubsubstconjgersubst";"rating;board;);–;organizacja;się;ocena;oraz;wyznaczać;granica";"Rating;Board;);–;organizacja;się;oceną;oraz;wyznaczaniem;granic";"sgsg__sg;_sg_sgpl";"nomnom__nom;_inst_instgen";"m3m3__f;_f_nf";"1110;7650";"0;0";"0;1";"actor;agent"
"ger;subst";"substpactqubsubstconj;substadjprepppasprep";"wyznaczać;granica";"organizacja;zajmować;się;ocena;oraz;granica;wiekowy;dla;wydawać;w";"wyznaczaniem;granic";"organizacja;zajmująca;się;oceną;oraz;granic;wiekowych;dla;wydawanych;w";"sg;pl";"sgsg_sg_;plpl_pl_";"inst;gen";"nomnom_inst_;gengengengenloc";"n;f";"ff_f_;ff_m1_";1;;chunk_np;NONE_subsumed:Attribute;"NONE;7979";NONE_subsumed:Attribute;"NONE;7979";"substpactqubsubstconj;substadjprepppasprep";"organizacja;zajmować;się;ocena;oraz;granica;wiekowy;dla;wydawać;w";"organizacja;zajmująca;się;oceną;oraz;granic;wiekowych;dla;wydawanych;w";"sgsg_sg_;plpl_pl_";"nomnom_inst_;gengengengenloc";"ff_f_;ff_m1_";"substpactqubsubstconj;substadjprepppasprep";"organizacja;zajmować;się;ocena;oraz;granica;wiekowy;dla;wydawać;w";"organizacja;zajmująca;się;oceną;oraz;granic;wiekowych;dla;wydawanych;w";"sgsg_sg_;plpl_pl_";"nomnom_inst_;gengengengenloc";"ff_f_;ff_m1_";"NONE;7979";"0;0";"0;0";"undergoer;patient"
"ppas;subst";"conjgersubstadjprep;prepsubstsubstadjconj";"wydawać;gra";"oraz;wyznaczać;granica;wiekowy;dla;w;USA;gra;komputerowy;i";"wydawanych;gier";"oraz;wyznaczaniem;granic;wiekowych;dla;w;USA;gier;komputerowych;i";"pl;pl";"_sgplpl_;_plplpl_";"gen;gen";"_instgengengen;loclocgengen_";"m1;f";"_nff_;_nff_";3;prepsubst;chunk_np;NONE_subsumed:Game;"3652;3187";NONE_subsumed:Game;"3652;3187";"conjgersubstadjprep;prepsubstsubstadjconj";"oraz;wyznaczać;granica;wiekowy;dla;w;USA;gra;komputerowy;i";"oraz;wyznaczaniem;granic;wiekowych;dla;w;USA;gier;komputerowych;i";"_sgplpl_;_plplpl_";"_instgengengen;loclocgengen_";"_nff_;_nff_";"conjgersubstadjprep;prepsubstsubstadjconj";"oraz;wyznaczać;granica;wiekowy;dla;w;USA;gra;komputerowy;i";"oraz;wyznaczaniem;granic;wiekowych;dla;w;USA;gier;komputerowych;i";"_sgplpl_;_plplpl_";"_instgengengen;loclocgengen_";"_nff_;_nff_";"3652;3187";"0;0";"0;1";"undergoer;patient"
"subst;subst";"NONENONEsubstfinppas;substsubstsubstinterpadj";"wystąpienie;senator";"NONE;NONE;zmiana;być;spowodować;senator;Hillary;Clinton;,;który";"wystąpieniem;senator";"NONE;NONE;Zmiana;jest;spowodowana;senator;Hillary;Clinton;,;która";"sg;sg";"sgsgsg;sgsgsg_sg";"inst;nom";"nom_nom;nomnomnom_nom";"n;m1";"f_f;m1m1m1_f";1;;chunk_np;"subsumed:VisualAttribute_subsumed:SocialRole;subsumed:Human";"101101;240735";"subsumed:VisualAttribute_subsumed:SocialRole;subsumed:Human";"101101;240735";"NONENONEsubstfinppas;substsubstsubstinterpadj";"NONE;NONE;zmiana;być;spowodować;senator;Hillary;Clinton;,;który";"NONE;NONE;Zmiana;jest;spowodowana;senator;Hillary;Clinton;,;która";"sgsgsg;sgsgsg_sg";"nom_nom;nomnomnom_nom";"f_f;m1m1m1_f";"NONENONEsubstfinppas;substsubstsubstinterpadj";"NONE;NONE;zmiana;być;spowodować;senator;Hillary;Clinton;,;który";"NONE;NONE;Zmiana;jest;spowodowana;senator;Hillary;Clinton;,;która";"sgsgsg;sgsgsg_sg";"nom_nom;nomnomnom_nom";"f_f;m1m1m1_f";"101101;240735";"1;0";"0;0";"actor;agent"
"ger;adj";"NONEpraetppron3prepadj;prepsubstsubstsubstadj";"pozostawić;celowy";"NONE;oskarżyć;on;o;celowy;w;koda;gra;scena;erotyczny";"pozostawienie;celowe";"NONE;Oskarżyła;ich;o;celowe;w;kodzie;gry;scen;erotycznych";"sg;sg";"sgpl_sg;_sgsgplpl";"acc;acc";"_accaccacc;loclocgengengen";"n;n";"fm1_n;_ffff";1;;chunk_np;NONE_subsumed:IntentionalProcess;"NONE;3622";NONE_subsumed:IntentionalProcess;"NONE;3622";"NONEpraetppron3prepadj;prepsubstsubstsubstadj";"NONE;oskarżyć;on;o;celowy;w;koda;gra;scena;erotyczny";"NONE;Oskarżyła;ich;o;celowe;w;kodzie;gry;scen;erotycznych";"sgpl_sg;_sgsgplpl";"_accaccacc;loclocgengengen";"fm1_n;_ffff";"NONEpraetppron3prepadj;prepsubstsubstsubstadj";"NONE;oskarżyć;on;o;celowy;w;koda;gra;scena;erotyczny";"NONE;Oskarżyła;ich;o;celowe;w;kodzie;gry;scen;erotycznych";"sgpl_sg;_sgsgplpl";"_accaccacc;loclocgengengen";"fm1_n;_ffff";"NONE;3622";"0;0";"0;0";manner
"ppas;subst";"substfininterpcompprep;substinterpsubstfinsubst";"nałożyć;limit";"senator;twierdzić;,;że;pomimo;limit;(;mature;oznaczać;osoba";"nałożonego;limitu";"Senator;twierdzi;,;że;pomimo;limitu;(;Mature;oznacza;osoby";"sg;sg";"sgsg___;sg_sgsgpl";"gen;gen";"nom___gen;gen_nom_acc";"m3;m3";"m1____;m3_f_f";1;;chunk_np;NONE_subsumed:ConstantQuantity;"52552;102940";NONE_subsumed:ConstantQuantity;"52552;102940";"substfininterpcompprep;substinterpsubstfinsubst";"senator;twierdzić;,;że;pomimo;limit;(;mature;oznaczać;osoba";"Senator;twierdzi;,;że;pomimo;limitu;(;Mature;oznacza;osoby";"sgsg___;sg_sgsgpl";"nom___gen;gen_nom_acc";"m1____;m3_f_f";"substfininterpcompprep;substinterpsubstfinsubst";"senator;twierdzić;,;że;pomimo;limit;(;mature;oznaczać;osoba";"Senator;twierdzi;,;że;pomimo;limitu;(;Mature;oznacza;osoby";"sgsg___;sg_sgsgpl";"nom___gen;gen_nom_acc";"m1____;m3_f_f";"52552;102940";"0;0";"0;1";"undergoer;patient"
"subst;adj";"adjsubstfinprepadj;infsubstinterpconjadj";"sposób;łatwy";"młody;człowiek;móc;w;łatwy;nabyć;gra;,;a;potrzebny";"sposób;łatwy";"młodzi;ludzie;mogą;w;łatwy;nabyć;grę;,;a;potrzebną";"sg;sg";"plplpl_sg;_sg__sg";"acc;acc";"nomnom_accacc;_acc__acc";"m3;m3";"m1m1__m3;_f__f";1;;chunk_np;subsumed:Procedure_subsumed:SubjectiveWeakPositiveAttribute;"103099;105150";subsumed:Procedure_subsumed:SubjectiveWeakPositiveAttribute;"103099;105150";"adjsubstfinprepadj;infsubstinterpconjadj";"młody;człowiek;móc;w;łatwy;nabyć;gra;,;a;potrzebny";"młodzi;ludzie;mogą;w;łatwy;nabyć;grę;,;a;potrzebną";"plplpl_sg;_sg__sg";"nomnom_accacc;_acc__acc";"m1m1__m3;_f__f";"adjsubstfinprepadj;infsubstinterpconjadj";"młody;człowiek;móc;w;łatwy;nabyć;gra;,;a;potrzebny";"młodzi;ludzie;mogą;w;łatwy;nabyć;grę;,;a;potrzebną";"plplpl_sg;_sg__sg";"nomnom_accacc;_acc__acc";"m1m1__m3;_f__f";"103099;105150";"0;0";"0;0";manner
"subst;adj";"infsubstinterpconjadj;infprepsubstinterpNONE";"modyfikacja;potrzebny";"nabyć;gra;,;a;potrzebny;pobrać;z;Internet;.;NONE";"modyfikację;potrzebną";"nabyć;grę;,;a;potrzebną;pobrać;z;internetu;.;NONE";"sg;sg";"_sg__sg;__sg_";"acc;acc";"_acc__acc;_gengen_";"f;f";"_f__f;__m3_";1;;chunk_np;equivalent:Process_NONE;"249650;247157";equivalent:Process_NONE;"249650;247157";"infsubstinterpconjadj;infprepsubstinterpNONE";"nabyć;gra;,;a;potrzebny;pobrać;z;Internet;.;NONE";"nabyć;grę;,;a;potrzebną;pobrać;z;internetu;.;NONE";"_sg__sg;__sg_";"_acc__acc;_gengen_";"_f__f;__m3_";"infsubstinterpconjadj;infprepsubstinterpNONE";"nabyć;gra;,;a;potrzebny;pobrać;z;Internet;.;NONE";"nabyć;grę;,;a;potrzebną;pobrać;z;internetu;.;NONE";"_sg__sg;__sg_";"_acc__acc;_gengen_";"_f__f;__m3_";"249650;247157";"0;0";"0;0";attribute
